;palabra;segmentacion
19873;layafuliyu;['la', 'ya', 'fu', 'liyu']
19874;trananagrumeliyu;['trana', 'nag', 'rume', 'liyu']
19875;pilerpuliyu;['pi', 'le', 'rpu', 'liyu']
19876;yekerkeliyu;['ye', 'ke', 'rke', 'liyu']
19877;wellewelletuliyu;['welle', 'welle', 'tu', 'liyu']
19878;rumeliyu;['rume', 'liyu']
19879;wallowallotuliyu;['wallo', 'wallo', 'tu', 'liyu']
19880;chumafuliyu;['chum', 'a', 'fu', 'liyu']
19881;wallñmatuliyu;['wall', 'ñma', 'tu', 'liyu']
19882;nagpuliyu;['nag', 'pu', 'liyu']
19883;nawpuliyu;['naw', 'pu', 'liyu']
19884;welleleliyu;['welle', 'le', 'liyu']
19885;perumeliyu;['pe', 'rume', 'liyu']
19886;purapuliyu;['pura', 'pu', 'liyu']
19887;tukuleliyu;['tuku', 'le', 'liyu']
19888;üytungeliyu;['üy', 'tu', 'nge', 'liyu']
19889;mapuchekechileliyu;['mapuche', 'kechi', 'le', 'liyu']
19890;yengeliyu;['ye', 'nge', 'liyu']
19891;wedalkaleliyu;['weda', 'l', 'ka', 'le', 'liyu']
19892;kechileliyu;['kechi', 'le', 'liyu']
19893;wünenküleliyu;['wüne', 'n', 'küle', 'liyu']
19894;feyngeliyu;['fey', 'nge', 'liyu']
19895;fotrangeliyu;['fotra', 'nge', 'liyu']
19896;munuluküleliyu;['munu', 'lu', 'küle', 'liyu']
19897;utrufnagafuliyu;['utruf', 'nag', 'a', 'fu', 'liyu']
19898;mülerumealiyu;['müle', 'rume', 'a', 'liyu']
19899;mülerumeliyu;['müle', 'rume', 'liyu']
19900;utrufnagaliyu;['utruf', 'nag', 'a', 'liyu']
19901;pepuliyu;['pe', 'pu', 'liyu']
19902;anümchengeliyu;['anüm', 'che', 'nge', 'liyu']
19903;indigenangeliyu;['indigena', 'nge', 'liyu']
19904;akuleliyu;['aku', 'le', 'liyu']
19905;inakaramtuliyu;['ina', 'ka', 'ramtu', 'liyu']
19906;nütramkaliyu;['nütramka', 'liyu']
19907;chumngechileliyu;['chumngechi', 'le', 'liyu']
19908;dungukeliyu;['dungu', 'ke', 'liyu']
19909;felerkeliyu;['fele', 'rke', 'liyu']
19910;tranaleliyu;['trana', 'le', 'liyu']
19911;feyentuliyu;['feyentu', 'liyu']
19912;yafutualiyu;['yafutu', 'a', 'liyu']
19913;ayekaliyu;['ayeka', 'liyu']
19914;anulekarkeliyu;['anu', 'le', 'ka', 'rke', 'liyu']
19915;matruleliyu;['matru', 'le', 'liyu']
19916;illküleliyu;['illkü', 'le', 'liyu']
19917;pirumeleliyu;['pi', 'rume', 'le', 'liyu']
19918;illküaliyu;['illkü', 'a', 'liyu']
19919;piafufiliyu;['pi', 'a', 'fu', 'fi', 'liyu']
19920;ayeliyu;['aye', 'liyu']
19921;konwekülliyu;['kon', 'we', 'kül', 'liyu']
19922;küdawkefuliyu;['küdaw', 'ke', 'fu', 'liyu']
19923;podülpaliyu;['pod', 'ül', 'pa', 'liyu']
19924;waychuftripakeliyu;['waychuf', 'tripa', 'ke', 'liyu']
19925;küdawliyu;['küdaw', 'liyu']
19926;amutualiyu;['amu', 'tu', 'a', 'liyu']
19927;witranpuramliyu;['witra', 'n', 'pura', 'm', 'liyu']
19928;pobrengeliyu;['pobre', 'nge', 'liyu']
19929;profesionalngeliyu;['profesional', 'nge', 'liyu']
19930;chillkatukülliyu;['chillkatu', 'kül', 'liyu']
19931;nentuliyu;['nentu', 'liyu']
19932;kimwirifuliyu;['kim', 'wiri', 'fu', 'liyu']
19933;wirintukuafuliyu;['wiri', 'n', 'tuku', 'a', 'fu', 'liyu']
19934;adumafuliyu;['adum', 'a', 'fu', 'liyu']
19935;amulekeliyu;['amu', 'le', 'ke', 'liyu']
19936;kimafuliyu;['kim', 'a', 'fu', 'liyu']
19937;kimmanejaliyu;['kim', 'maneja', 'liyu']
19938;lladküliyu;['lladkü', 'liyu']
19939;kuduliyu;['kudu', 'liyu']
19940;namuntuyawkefuliyu;['namun', 'tu', 'yaw', 'ke', 'fu', 'liyu']
19941;tukulkawaliyu;['tuku', 'l', 'ka', 'w', 'a', 'liyu']
19942;kurintukungeliyu;['kuri', 'n', 'tuku', 'nge', 'liyu']
19943;femngechileweliyu;['femngechi', 'le', 'we', 'liyu']
19944;wilufküleliyu;['wiluf', 'küle', 'liyu']
19945;apoletuliyu;['apo', 'le', 'tu', 'liyu']
19946;inaramtuliyu;['ina', 'ramtu', 'liyu']
19947;entuafuliyu;['entu', 'a', 'fu', 'liyu']
19948;falliyu;['fal', 'liyu']
19949;ngoyllatungeliyu;['ngoylla', 'tu', 'nge', 'liyu']
19950;feypingerkeliyu;['fey', 'pi', 'nge', 'rke', 'liyu']
19951;eluafueliyu;['elu', 'a', 'fu', 'e', 'liyu']
19952;eluafuliyu;['elu', 'a', 'fu', 'liyu']
19953;nagkeliyu;['nag', 'ke', 'liyu']
19954;nentungetualiyu;['nentu', 'nge', 'tu', 'a', 'liyu']
19955;kangetualiyu;['ka', 'nge', 'tu', 'a', 'liyu']
19956;entungeliyu;['entu', 'nge', 'liyu']
19957;putokokerkeliyu;['putoko', 'ke', 'rke', 'liyu']
19958;angkaliyu;['angk', 'a', 'liyu']
19959;afaliyu;['af', 'a', 'liyu']
19960;ramtukaliyu;['ramtu', 'ka', 'liyu']
19961;kurengeliyu;['kure', 'nge', 'liyu']
19962;katruntukuñmangeliyu;['katru', 'n', 'tuku', 'ñma', 'nge', 'liyu']
19963;fenteliyu;['fente', 'liyu']
19964;chumngechifuliyu;['chumngechi', 'fu', 'liyu']
19965;kureyawliyu;['kure', 'yaw', 'liyu']
19966;tukulelngeliyu;['tuku', 'lel', 'nge', 'liyu']
19967;konputualiyu;['kon', 'pu', 'tu', 'a', 'liyu']
19968;küpawiñoliyu;['küpa', 'wiño', 'liyu']
19969;küpaküdawtulealiyu;['küpa', 'küdaw', 'tu', 'le', 'a', 'liyu']
19970;porotokechileliyu;['poroto', 'kechi', 'le', 'liyu']
19971;angkümmekerkeliyu;['angk', 'üm', 'meke', 'rke', 'liyu']
19972;faleliyu;['fal', 'e', 'liyu']
19973;angkümkeliyu;['angk', 'üm', 'ke', 'liyu']
19974;femngechileliyu;['femngechi', 'le', 'liyu']
19975;ngenngepuliyu;['ngen', 'nge', 'pu', 'liyu']
19976;kiñewliyu;['kiñe', 'w', 'liyu']
19977;tukungekeliyu;['tuku', 'nge', 'ke', 'liyu']
19978;anükeliyu;['anü', 'ke', 'liyu']
19979;trafaliyu;['traf', 'a', 'liyu']
19980;küpaküdawküleliyu;['küpa', 'küdaw', 'küle', 'liyu']
19981;küpayenieliyu;['küpa', 'ye', 'nie', 'liyu']
19982;yeniealiyu;['ye', 'nie', 'a', 'liyu']
19983;layaliyu;['la', 'ya', 'liyu']
19984;fantepuliyu;['fante', 'pu', 'liyu']
19985;ramtueliyu;['ramtu', 'e', 'liyu']
19986;küdawlepuliyu;['küdaw', 'le', 'pu', 'liyu']
19987;chummekeliyu;['chum', 'meke', 'liyu']
19988;dewmamekeliyu;['dewma', 'meke', 'liyu']
19989;cementangeliyu;['cementa', 'nge', 'liyu']
19990;anumngealiyu;['anu', 'm', 'nge', 'a', 'liyu']
19991;fuertengeliyu;['fuerte', 'nge', 'liyu']
19992;arengeliyu;['are', 'nge', 'liyu']
19993;mülepukeliyu;['müle', 'pu', 'ke', 'liyu']
19994;dewaliyu;['dew', 'a', 'liyu']
19995;pingekunuliyu;['pi', 'nge', 'kunu', 'liyu']
19996;küpatuliyu;['küpa', 'tu', 'liyu']
19997;küpakimiliyu;['küpa', 'kim', 'i', 'liyu']
19998;dewmaliyu;['dewma', 'liyu']
19999;adumliyu;['adum', 'liyu']
20000;tuwliyu;['tuw', 'liyu']
20001;katrungealiyu;['katru', 'nge', 'a', 'liyu']
20002;katrungeliyu;['katru', 'nge', 'liyu']
20003;kakeliyu;['ka', 'ke', 'liyu']
20004;yewaliyu;['ye', 'w', 'a', 'liyu']
20005;ngillangealiyu;['ngilla', 'nge', 'a', 'liyu']
20006;ngutualiyu;['ngutu', 'a', 'liyu']
20007;ipaliyu;['i', 'pa', 'liyu']
20008;ayiwliyu;['ayi', 'w', 'liyu']
20009;kellukeliyu;['kellu', 'ke', 'liyu']
20010;mapudungukeliyu;['mapudungu', 'ke', 'liyu']
20011;pikunuliyu;['pi', 'kunu', 'liyu']
20012;chumkunualiyu;['chum', 'kunu', 'a', 'liyu']
20013;kulpangealiyu;['kulpa', 'nge', 'a', 'liyu']
20014;kutrantukunualiyu;['kutran', 'tu', 'kunu', 'a', 'liyu']
20015;kutrantualiyu;['kutran', 'tu', 'a', 'liyu']
20016;perdeliyu;['perde', 'liyu']
20017;mapungetuliyu;['mapu', 'nge', 'tu', 'liyu']
20018;adumüwliyu;['adum', 'üw', 'liyu']
20019;acordaniekefuliyu;['acorda', 'nie', 'ke', 'fu', 'liyu']
20020;tuwkefuliyu;['tuw', 'ke', 'fu', 'liyu']
20021;mapuchedungukefuliyu;['mapuche', 'dungu', 'ke', 'fu', 'liyu']
20022;duamküleliyu;['duam', 'küle', 'liyu']
20023;nütramkakefuliyu;['nütramka', 'ke', 'fu', 'liyu']
20024;pichikeliyu;['pichi', 'ke', 'liyu']
20025;kimwingkadunguafuliyu;['kim', 'wingkadungu', 'a', 'fu', 'liyu']
20026;dirigentekunungeliyu;['dirigente', 'kunu', 'nge', 'liyu']
20027;viajeyawliyu;['viaje', 'ya', 'w', 'liyu']
20028;kimürpuliyu;['kimü', 'rpu', 'liyu']
20029;interesayaliyu;['interesa', 'ya', 'liyu']
20030;kümekefuliyu;['küme', 'ke', 'fu', 'liyu']
20031;kimelkefuliyu;['kimel', 'ke', 'fu', 'liyu']
20032;basicongeliyu;['basico', 'nge', 'liyu']
20033;puwyeliyu;['puw', 'ye', 'liyu']
20034;ulelngekefuliyu;['ulel', 'nge', 'ke', 'fu', 'liyu']
20035;estudialiyu;['estudia', 'liyu']
20036;küdawleliyu;['küdaw', 'le', 'liyu']
20037;inteligentengeliyu;['inteligente', 'nge', 'liyu']
20038;ngillayaliyu;['ngilla', 'ya', 'liyu']
20039;matetualiyu;['mate', 'tu', 'a', 'liyu']
20040;yafutukunuliyu;['yafutu', 'kunu', 'liyu']
20041;anuleliyu;['anu', 'le', 'liyu']
20042;ülkantuliyu;['ülkantu', 'liyu']
20043;ülkantukefuliyu;['ülkantu', 'ke', 'fu', 'liyu']
20044;ayukefuliyu;['ayu', 'ke', 'fu', 'liyu']
20045;allküliyu;['allkü', 'liyu']
20046;rulpangeliyu;['rulpa', 'nge', 'liyu']
20047;chiwudchiwudngeliyu;['chiwud', 'chiwud', 'nge', 'liyu']
20048;kantalekefuliyu;['kanta', 'le', 'ke', 'fu', 'liyu']
20049;aceptaliyu;['acepta', 'liyu']
20050;miyawlkeliyu;['miyaw', 'l', 'ke', 'liyu']
20051;allküngeliyu;['allkü', 'nge', 'liyu']
20052;miyawleliyu;['miyaw', 'le', 'liyu']
20053;mülekerkefuliyu;['müle', 'ke', 'rke', 'fu', 'liyu']
20054;fülküleliyu;['fül', 'küle', 'liyu']
20055;konpaliyu;['kon', 'pa', 'liyu']
20056;mawliyu;['maw', 'liyu']
20057;mawüaliyu;['mawü', 'a', 'liyu']
20058;mekeliyu;['meke', 'liyu']
20059;montualiyu;['montu', 'a', 'liyu']
20060;felealiyu;['fele', 'a', 'liyu']
20061;apümngealiyu;['apü', 'm', 'nge', 'a', 'liyu']
20062;katruliyu;['katru', 'liyu']
20063;allkutulekefuliyu;['allkutu', 'le', 'ke', 'fu', 'liyu']
20064;pipiliyu;['pi', 'pi', 'liyu']
20065;mawüliyu;['mawü', 'liyu']
20066;kuruftukumawliyu;['kuruf', 'tuku', 'maw', 'liyu']
20067;amulekefuliyu;['amu', 'le', 'ke', 'fu', 'liyu']
20068;amukaliyu;['amu', 'ka', 'liyu']
20069;acordatuliyu;['acorda', 'tu', 'liyu']
20070;kintuñmangeliyu;['kintu', 'ñma', 'nge', 'liyu']
20071;puraleliyu;['pura', 'le', 'liyu']
20072;pipurkeliyu;['pi', 'pu', 'rke', 'liyu']
20073;cerraliyu;['cerra', 'liyu']
20074;pirkeliyu;['pi', 'rke', 'liyu']
20075;wakeñküleliyu;['wakeñ', 'küle', 'liyu']
20076;ngümaliyu;['ngüma', 'liyu']
20077;fülfülküleliyu;['fül', 'fül', 'küle', 'liyu']
20078;montuliyu;['montu', 'liyu']
20079;visitayawülkefuliyu;['visita', 'yaw', 'ül', 'ke', 'fu', 'liyu']
20080;aprendeliyu;['aprende', 'liyu']
20081;awkantuliyu;['awkantu', 'liyu']
20082;kudeliyu;['kude', 'liyu']
20083;lupümngekefuliyu;['lup', 'üm', 'nge', 'ke', 'fu', 'liyu']
20084;kurülekefuliyu;['kurü', 'le', 'ke', 'fu', 'liyu']
20085;kudewliyu;['kude', 'w', 'liyu']
20086;awarkudewliyu;['awar', 'kude', 'w', 'liyu']
20087;pipingekerkefuliyu;['pi', 'pi', 'nge', 'ke', 'rke', 'fu', 'liyu']
20088;chiwudkefuliyu;['chiwud', 'ke', 'fu', 'liyu']
20089;kurüngeliyu;['kurü', 'nge', 'liyu']
20090;pileliyu;['pi', 'le', 'liyu']
20091;ramtungeliyu;['ramtu', 'nge', 'liyu']
20092;katruñmangeliyu;['katru', 'ñma', 'nge', 'liyu']
20093;kümelkaletuliyu;['küme', 'l', 'ka', 'le', 'tu', 'liyu']
20094;mülepuliyu;['müle', 'pu', 'liyu']
20095;ngümakonküleliyu;['ngüma', 'kon', 'küle', 'liyu']
20096;kümeleliyu;['küme', 'le', 'liyu']
20097;kümelkaleliyu;['küme', 'l', 'ka', 'le', 'liyu']
20098;niepaliyu;['nie', 'pa', 'liyu']
20099;katrupaliyu;['katru', 'pa', 'liyu']
20100;katrukachupaliyu;['katru', 'kachu', 'pa', 'liyu']
20101;katrukefuliyu;['katru', 'ke', 'fu', 'liyu']
20102;katrungekeliyu;['katru', 'nge', 'ke', 'liyu']
20103;atungealiyu;['atu', 'nge', 'a', 'liyu']
20104;konpayaliyu;['kon', 'pa', 'ya', 'liyu']
20105;adngealiyu;['ad', 'nge', 'a', 'liyu']
20106;pepaliyu;['pe', 'pa', 'liyu']
20107;wedapayafuliyu;['weda', 'pa', 'ya', 'fu', 'liyu']
20108;ipayafuliyu;['i', 'pa', 'ya', 'fu', 'liyu']
20109;utrufentumekeliyu;['utrufentu', 'meke', 'liyu']
20110;motrilekeliyu;['motri', 'le', 'ke', 'liyu']
20111;iyaliyu;['i', 'ya', 'liyu']
20112;küdawküleliyu;['küdaw', 'küle', 'liyu']
20113;munulongkoleliyu;['munu', 'longko', 'le', 'liyu']
20114;takungeliyu;['taku', 'nge', 'liyu']
20115;wirarküleliyu;['wirar', 'küle', 'liyu']
20116;küpalleliyu;['küpal', 'le', 'liyu']
20117;konpatuliyu;['kon', 'pa', 'tu', 'liyu']
20118;küpalliyu;['küpal', 'liyu']
20119;chumkeliyu;['chum', 'ke', 'liyu']
20120;ingkakeliyu;['ingka', 'ke', 'liyu']
20121;kimelwliyu;['kimel', 'w', 'liyu']
20122;weshakelukiyawkeliyu;['weshakelu', 'kiyaw', 'ke', 'liyu']
20123;utruftungeliyu;['utruf', 'tu', 'nge', 'liyu']
20124;lufküleliyu;['luf', 'küle', 'liyu']
20125;wirarliyu;['wirar', 'liyu']
20126;wüneliyu;['wüne', 'liyu']
20127;papeltualiyu;['papel', 'tu', 'a', 'liyu']
20128;küpakonliyu;['küpa', 'kon', 'liyu']
20129;nguñelefuliyu;['nguñe', 'le', 'fu', 'liyu']
20130;iliyu;['i', 'liyu']
20131;newentuliyu;['newen', 'tu', 'liyu']
20132;kutrankawliyu;['kutrankaw', 'liyu']
20133;femngechilerkeliyu;['femngechi', 'le', 'rke', 'liyu']
20134;trawürumeliyu;['trawü', 'rume', 'liyu']
20135;kullingeliyu;['kulli', 'nge', 'liyu']
20136;küpayaliyu;['küpa', 'ya', 'liyu']
20137;küdawpayaliyu;['küdaw', 'pa', 'ya', 'liyu']
20138;dewmaiyaliyu;['dewma', 'i', 'ya', 'liyu']
20139;rakiliyu;['raki', 'liyu']
20140;rupayaliyu;['rupa', 'ya', 'liyu']
20141;feyngerkeliyu;['fey', 'nge', 'rke', 'liyu']
20142;weychaliyu;['weycha', 'liyu']
20143;dewmapuliyu;['dewma', 'pu', 'liyu']
20144;weshakelutuleliyu;['weshakelu', 'tu', 'le', 'liyu']
20145;numuliyu;['numu', 'liyu']
20146;kutrankeliyu;['kutran', 'ke', 'liyu']
20147;perkankeliyu;['perkan', 'ke', 'liyu']
20148;fuliyu;['', 'fu', 'liyu']
20149;dungungeliyu;['dungu', 'nge', 'liyu']
20150;nungeliyu;['nu', 'nge', 'liyu']
20151;nentutuliyu;['nentu', 'tu', 'liyu']
20152;pinieliyu;['pi', 'nie', 'liyu']
20153;muntutuliyu;['muntu', 'tu', 'liyu']
20154;mongeleliyu;['monge', 'le', 'liyu']
20155;ngeafuliyu;['nge', 'a', 'fu', 'liyu']
20156;pialiyu;['pi', 'a', 'liyu']
20157;tralkatukonpaliyu;['tralkatu', 'kon', 'pa', 'liyu']
20158;langümafuliyu;['la', 'ngüma', 'fu', 'liyu']
20159;tralkaliyu;['tralka', 'liyu']
20160;kewayaliyu;['kewa', 'ya', 'liyu']
20161;llowdunguaeliyu;['llow', 'dungu', 'a', 'e', 'liyu']
20162;nütramkangekeliyu;['nütramka', 'nge', 'ke', 'liyu']
20163;kullikeliyu;['kulli', 'ke', 'liyu']
20164;kullingealiyu;['kulli', 'nge', 'a', 'liyu']
20165;kullialiyu;['kulli', 'a', 'liyu']
20166;nierkefuliyu;['nie', 'rke', 'fu', 'liyu']
20167;ngenngepaliyu;['ngen', 'nge', 'pa', 'liyu']
20168;ngenngepatuliyu;['ngen', 'nge', 'pa', 'tu', 'liyu']
20169;lladkükeliyu;['lladkü', 'ke', 'liyu']
20170;privatizaleliyu;['privatiza', 'le', 'liyu']
20171;wedwedküleliyu;['wedwed', 'küle', 'liyu']
20172;rufngeliyu;['ruf', 'nge', 'liyu']
20173;feypipingeliyu;['fey', 'pi', 'pi', 'nge', 'liyu']
20174;kewamekeliyu;['kewa', 'meke', 'liyu']
20175;dewmarukafengeliyu;['dewma', 'ruka', 'fe', 'nge', 'liyu']
20176;kofkefengeliyu;['kofke', 'fe', 'nge', 'liyu']
20177;leputufengeliyu;['lepu', 'tu', 'fe', 'nge', 'liyu']
20178;nentuafuliyu;['nentu', 'a', 'fu', 'liyu']
20179;kellungealiyu;['kellu', 'nge', 'a', 'liyu']
20180;afkadialiyu;['afkadi', 'a', 'liyu']
20181;ayentungealiyu;['ayentu', 'nge', 'a', 'liyu']
20182;nütramkangeliyu;['nütramka', 'nge', 'liyu']
20183;entunieliyu;['entu', 'nie', 'liyu']
20184;yelmeliyu;['ye', 'l', 'me', 'liyu']
20185;kumentukeliyu;['kumentu', 'ke', 'liyu']
20186;ikefuliyu;['i', 'ke', 'fu', 'liyu']
20187;ingekefuliyu;['i', 'nge', 'ke', 'fu', 'liyu']
20188;yeniefuliyu;['ye', 'nie', 'fu', 'liyu']
20189;yeniekefuliyu;['ye', 'nie', 'ke', 'fu', 'liyu']
20190;chemkunungekefuliyu;['chem', 'kunu', 'nge', 'ke', 'fu', 'liyu']
20191;tukulelngekefuliyu;['tuku', 'lel', 'nge', 'ke', 'fu', 'liyu']
20192;llamkümkeliyu;['llamkü', 'm', 'ke', 'liyu']
20193;femngekefuliyu;['fem', 'nge', 'ke', 'fu', 'liyu']
20194;angümelngekefuliyu;['angüm', 'el', 'nge', 'ke', 'fu', 'liyu']
20195;famkunungeliyu;['fam', 'kunu', 'nge', 'liyu']
20196;adkünungeliyu;['ad', 'künu', 'nge', 'liyu']
20197;allkütuliyu;['allkü', 'tu', 'liyu']
20198;dewmakelefuliyu;['dewma', 'ke', 'le', 'fu', 'liyu']
20199;pepilkaliyu;['pepi', 'l', 'ka', 'liyu']
20200;wingkadungukakefuliyu;['wingkadungu', 'ka', 'ke', 'fu', 'liyu']
20201;nentukefuliyu;['nentu', 'ke', 'fu', 'liyu']
20202;chillkaliyu;['chillka', 'liyu']
20203;küdawtuliyu;['küdaw', 'tu', 'liyu']
20204;nütramkawliyu;['nütramka', 'w', 'liyu']
20205;longkotukuniekafuliyu;['longko', 'tuku', 'nie', 'ka', 'fu', 'liyu']
20206;dewmaiyaelliyu;['dewmaiyael', 'liyu']
20207;lawentualiyu;['lawen', 'tu', 'a', 'liyu']
20208;tukukeliyu;['tuku', 'ke', 'liyu']
20209;tukuniefuliyu;['tuku', 'nie', 'fu', 'liyu']
20210;wirialiyu;['wiri', 'a', 'liyu']
20211;küpaadumwlualiyu;['küpa', 'adum', 'w', 'lu', 'a', 'liyu']
20212;adngetuafuliyu;['ad', 'nge', 'tu', 'a', 'fu', 'liyu']
20213;yewekülliyu;['yewe', 'kül', 'liyu']
20214;küpawiriliyu;['küpa', 'wiri', 'liyu']
20215;pifuliyu;['pi', 'fu', 'liyu']
20216;piaeliyu;['pi', 'a', 'e', 'liyu']
20217;tripaleliyu;['tripa', 'le', 'liyu']
20218;mongelkeliyu;['monge', 'l', 'ke', 'liyu']
20219;longkotukunieliyu;['longko', 'tuku', 'nie', 'liyu']
20220;chumkunuafuliyu;['chum', 'kunu', 'a', 'fu', 'liyu']
20221;tukufuliyu;['tuku', 'fu', 'liyu']
20222;chillkatukualiyu;['chillka', 'tuku', 'a', 'liyu']
20223;tuntungeliyu;['tun', 'tu', 'nge', 'liyu']
20224;pingekefliyu;['pi', 'nge', 'ke', 'f', 'liyu']
20225;dewmangealiyu;['dewma', 'nge', 'a', 'liyu']
20226;tukungealiyu;['tuku', 'nge', 'a', 'liyu']
20227;tukungekerkefuliyu;['tuku', 'nge', 'ke', 'rke', 'fu', 'liyu']
20228;chemngealiyu;['chem', 'nge', 'a', 'liyu']
20229;putokongealiyu;['putoko', 'nge', 'a', 'liyu']
20230;putokoaliyu;['putoko', 'a', 'liyu']
20231;purakintukefuliyu;['pura', 'kintu', 'ke', 'fu', 'liyu']
20232;elliyu;['el', 'liyu']
20233;allküñmakefuliyu;['allkü', 'ñma', 'ke', 'fu', 'liyu']
20234;lawentuchefefuliyu;['lawen', 'tu', 'che', 'fe', 'fu', 'liyu']
20235;lawentuchefengeliyu;['lawen', 'tu', 'che', 'fe', 'nge', 'liyu']
20236;lawentuchengefuliyu;['lawen', 'tu', 'che', 'nge', 'fu', 'liyu']
20237;nguyuliyu;['nguyu', 'liyu']
20238;operangetuliyu;['opera', 'nge', 'tu', 'liyu']
20239;nawñmaliyu;['naw', 'ñma', 'liyu']
20240;famngekefuliyu;['fam', 'nge', 'ke', 'fu', 'liyu']
20241;trapümngekefuliyu;['trap', 'üm', 'nge', 'ke', 'fu', 'liyu']
20242;trafümngekefuliyu;['traf', 'üm', 'nge', 'ke', 'fu', 'liyu']
20243;chemkülekefuliyu;['chem', 'küle', 'ke', 'fu', 'liyu']
20244;wemakechilekefuliyu;['wema', 'kechi', 'le', 'ke', 'fu', 'liyu']
20245;shampookechileliyu;['shampoo', 'kechi', 'le', 'liyu']
20246;masajengekefuliyu;['masaje', 'nge', 'ke', 'fu', 'liyu']
20247;nakümngekefuliyu;['nakü', 'm', 'nge', 'ke', 'fu', 'liyu']
20248;pidekefuliyu;['pide', 'ke', 'fu', 'liyu']
20249;kimniekefuliyu;['kim', 'nie', 'ke', 'fu', 'liyu']
20250;yemekefuliyu;['ye', 'meke', 'fu', 'liyu']
20251;ngillatumekefuliyu;['ngillatu', 'me', 'ke', 'fu', 'liyu']
20252;yemengekefuliyu;['ye', 'me', 'nge', 'ke', 'fu', 'liyu']
20253;kutranamunkeliyu;['kutra', 'namun', 'ke', 'liyu']
20254;tripalkeliyu;['tripa', 'l', 'ke', 'liyu']
20255;afkeliyu;['af', 'ke', 'liyu']
20256;nentungekeliyu;['nentu', 'nge', 'ke', 'liyu']
20257;anutukungekeliyu;['anu', 'tuku', 'nge', 'ke', 'liyu']
20258;chemngekeliyu;['chem', 'nge', 'ke', 'liyu']
20259;tallangetukeliyu;['talla', 'nge', 'tu', 'ke', 'liyu']
20260;adumuwliyu;['adumu', 'w', 'liyu']
20261;müleyekaliyu;['müle', 'ye', 'ka', 'liyu']
20262;chemnieliyu;['chem', 'nie', 'liyu']
20263;püñeñngekeliyu;['püñeñ', 'nge', 'ke', 'liyu']
20264;llitungekeliyu;['llitu', 'nge', 'ke', 'liyu']
20265;putokolngeliyu;['putoko', 'l', 'nge', 'liyu']
20266;chemchiñmangekefuliyu;['chem', 'chi', 'ñma', 'nge', 'ke', 'fu', 'liyu']
20267;tukulngekeliyu;['tuku', 'l', 'nge', 'ke', 'liyu']
20268;kimniekeliyu;['kim', 'nie', 'ke', 'liyu']
20269;malukakeliyu;['malu', 'ka', 'ke', 'liyu']
20270;adkunukeliyu;['ad', 'kunu', 'ke', 'liyu']
20271;tukungeliyu;['tuku', 'nge', 'liyu']
20272;tukualiyu;['tuku', 'a', 'liyu']
20273;ayiwüliyu;['ayi', 'wü', 'liyu']
20274;küpakimnieliyu;['küpa', 'kim', 'nie', 'liyu']
20275;fendekeliyu;['fende', 'ke', 'liyu']
20276;küdawkechileliyu;['küdaw', 'kechi', 'le', 'liyu']
20277;dewmafuliyu;['dewma', 'fu', 'liyu']
20278;añoleliyu;['año', 'le', 'liyu']
20279;pütrüllefuliyu;['pütrü', 'lle', 'fu', 'liyu']
20280;pütrünlefuliyu;['pütrün', 'le', 'fu', 'liyu']
20281;opinaliyu;['opina', 'liyu']
20282;kimelngeliyu;['kimel', 'nge', 'liyu']
20283;ayiliyu;['ayi', 'liyu']
20284;dunguafuliyu;['dungu', 'a', 'fu', 'liyu']
20285;pewmangeliyu;['pewmange', 'liyu']
20286;purayaliyu;['pura', 'ya', 'liyu']
20287;adnieliyu;['ad', 'nie', 'liyu']
20288;chumlealiyu;['chum', 'le', 'a', 'liyu']
20289;chumlerpualiyu;['chum', 'le', 'rpu', 'a', 'liyu']
20290;allkütukeliyu;['allkü', 'tu', 'ke', 'liyu']
20291;feypileliyu;['fey', 'pi', 'le', 'liyu']
20292;nentuniealiyu;['nentu', 'nie', 'a', 'liyu']
20293;forraliyu;['forra', 'liyu']
20294;weftuliyu;['wef', 'tu', 'liyu']
20295;borrakeliyu;['borra', 'ke', 'liyu']
20296;borrangekeliyu;['borra', 'nge', 'ke', 'liyu']
20297;perdefuliyu;['perde', 'fu', 'liyu']
20298;lladkütuliyu;['lladkü', 'tu', 'liyu']
20299;lladkütumekeliyu;['lladkü', 'tu', 'meke', 'liyu']
20300;mülemülengepakeliyu;['müle', 'mü', 'le', 'nge', 'pa', 'ke', 'liyu']
20301;wechechengeliyu;['weche', 'che', 'nge', 'liyu']
20302;wiñokefuliyu;['wiño', 'ke', 'fu', 'liyu']
20303;mekekefuliyu;['meke', 'ke', 'fu', 'liyu']
20304;tocaeliyu;['toca', 'e', 'liyu']
20305;femngechingealiyu;['femngechi', 'nge', 'a', 'liyu']
20306;wedwedngekefuliyu;['wedwed', 'nge', 'ke', 'fu', 'liyu']
20307;kimngekefuliyu;['kim', 'nge', 'ke', 'fu', 'liyu']
20308;pilekefuliyu;['pi', 'le', 'ke', 'fu', 'liyu']
20309;mallmanngekefuliyu;['mallman', 'nge', 'ke', 'fu', 'liyu']
20310;tukutuwliyu;['tuku', 'tu', 'w', 'liyu']
20311;huasolekefuliyu;['huaso', 'le', 'ke', 'fu', 'liyu']
20312;traytrayyawkefuliyu;['tray', 'tray', 'yaw', 'ke', 'fu', 'liyu']
20313;humitatuliyu;['humita', 'tu', 'liyu']
