;Palabra;Glosa
1585;pikefuiñ;pi-ke-fu-iñ
1586;tranquilitoley;tranquilito-le-y
1587;cuento;cuento
1588;kelualu;kelu-a-lu
1589;füchake;fücha-ke
1590;faly;fal-y
1591;pontrotu;pontro-tu
1592;kimeluwün;kimelu-w-ün
1593;kutran;kutran
1594;chokunumekey;cho-kunu-meke-y
1595;chillkan;chillka-n
1596;kulen;kulen
1597;cazadores;cazadores
1598;koñi;koñi
1599;allküyu;allkü-yu
1600;ipayafuy;i-pa-ya-fu-y
1601;ruka;ruka
1602;ngülamkangekefuy;ngülam-ka-nge-ke-fu-y
1603;dewmakeaymün;dewma-ke-a-ymün
1604;feyngün;fey-ngün
1605;puray;pura-y
1606;beca;beca
1607;yeeyew;ye-e-y-ew
1608;wechewentrungelu;weche-wentru-nge-lu
1609;inaw;ina-w
1610;dungudungumeken;dungu-dungu-meke-n
1611;feypifefiiñ;fey-pi-fe-fi-iñ
1612;weupitungepuy;weupi-tu-nge-pu-y
1613;pelontungey;pelon-tu-nge-y
1614;novillo;novillo
1615;llikalelay;llika-le-la-y
1616;niekeyngün;nie-ke-y-ngün
1617;caliptu;caliptu
1618;amulan;amu-la-n
1619;akurumey;aku-rume-y
1620;femlayafun;fem-la-ya-fu-n
1621;poste;poste
1622;ngülafule;ngüla-fu-l-e
1623;fentey;fente-y
1624;nge;nge
1625;namuntuyawkefuy;namun-tu-yaw-ke-fu-y
1626;wengey;we-nge-y
1627;piyawkefuy;pi-yaw-ke-fu-y
1628;pikota;pikota
1629;ingey;i-nge-y
1630;weshake;wesha-ke
1631;malukangen;malu-ka-nge-n
1632;gente;g-e-n-t-e
1633;eluñmangelay;elu-ñma-nge-la-y
1634;lelfün;lelfün
1635;nguyunielan;nguyu-nie-la-n
1636;cosa;cosa
1637;choküm;choküm
1638;piyawkeymi;pi-yaw-ke-ymi
1639;konpuyu;kon-pu-yu
1640;amulael;amu-l-a-el
1641;femngekey;fem-nge-ke-y
1642;llikaken;llika-ke-n
1643;yenieetew;ye-nie-e-t-ew
1644;machitualu;machi-tu-a-lu
1645;niekenofulu;nie-ke-no-fu-lu
1646;tripan;tripa-n
1647;longko;longko
1648;ngillatufe;ngillatu-fe
1649;chuchu;chuchu
1650;llellipuñmafin;llellipu-ñma-fi-n
1651;pinolu;pi-no-lu
1652;akukey;aku-ke-y
1653;mueble;mueble
1654;ikefuiñ;i-ke-fu-iñ
1655;niengekey;nie-nge-ke-y
1656;nukülekefun;nu-küle-ke-fu-n
1657;küdawpuli;küdaw-pu-l-i
1658;pin;pi-n
1659;nengümael;nengüm-a-el
1660;rakiduamkefuiñ;rakiduam-ke-fu-iñ
1661;dudoso;dudoso
1662;müleafuy;müle-a-fu-y
1663;cielo;cielo
1664;newen;newen
1665;luz;luz
1666;witraka;witra-ka
1667;yemean;ye-me-a-n
1668;kontuetew;kon-tu-e-t-ew
1669;niekefiel;nie-ke-fi-el
1670;baño;baño
1671;rupale;rupa-l-e
1672;dewmaken;dewma-ke-n
1673;grabacion;grabacion
1674;yelay;ye-la-y
1675;nungeaiñ;nu-nge-a-iñ
1676;wiñomean;wiño-me-a-n
1677;akutufuy;aku-tu-fu-y
1678;dungukenolu;dungu-ke-no-lu
1679;iñche;iñche
1680;ketran;ketra-n
1681;kewangekefuy;kewa-nge-ke-fu-y
1682;mütay;mütay
1683;wingkül;wingkül
1684;küdawalu;küdaw-a-lu
1685;feypikefin;fey-pi-ke-fi-n
1686;nielaiñ;nie-la-iñ
1687;kimpalafiñ;kim-pa-la-fi-ñ
1688;akuley;aku-le-y
1689;rungofalngekey;rungo-fal-nge-ke-y
1690;trafoy;trafo-y
1691;adumwetulay;adum-we-tu-la-y
1692;antillanca;antillanca
1693;lladkükefuy;lladkü-ke-fu-y
1694;chumafulu;chum-a-fu-lu
1695;maetro;maetro
1696;tarea;tarea
1697;yemetuael;ye-me-tu-a-el
1698;progreso;progreso
1699;yengey;ye-nge-y
1700;eluen;elu-e-n
1701;mülenolu;müle-no-lu
1702;tripakeyngu;tripa-ke-y-ngu
1703;feypin;fey-pi-n
1704;tripakey;tripa-ke-y
1705;wingkadunguleyngün;wingkadungu-le-y-ngün
1706;nütramkayu;nütramka-yu
1707;wingkadungufemyngün;wingkadungu-fem-y-ngün
1708;pinta;pinta
1709;dewmangekey;dewma-nge-ke-y
1710;konpun;kon-pu-n
1711;bolivia;bolivia
1712;machitun;machi-tu-n
1713;yawkefuiñ;yaw-ke-fu-iñ
1714;tukulngekey;tuku-l-nge-ke-y
1715;tripale;tripa-l-e
1716;perforada;perforada
1717;duamwelaiñ;duam-we-la-iñ
1718;ayetukelu;aye-tu-ke-lu
1719;allküwelay;allkü-we-la-y
1720;pipiyengekey;pi-pi-ye-nge-ke-y
1721;kellumün;kellu-mün
1722;arbol;arbol
1723;chemngey;chem-nge-y
1724;entulay;entu-la-y
1725;entukelay;entu-ke-la-y
1726;kimelafin;kimel-a-fi-n
1727;allkütulu;allkü-tu-lu
1728;kosecha;kosecha
1729;muntuñmange;muntu-ñma-nge-
1730;dungukelu;dungu-ke-lu
1731;ngillangekelay;ngilla-nge-ke-la-y
1732;santiago;santiago
1733;mawün;mawü-n
1734;trekaley;treka-le-y
1735;akuy;aku-y
1736;ngütraf;ngütraf
1737;kiñenmekekelafuy;kiñe-n-meke-ke-la-fu-y
1738;tripalay;tripa-la-y
1739;kintuñmangey;kintu-ñma-nge-y
1740;mütrümeymew;mütrüm-e-ym-ew
1741;contestaenew;contesta-e-n-ew
1742;langümafiel;langüm-a-fi-el
1743;entumealu;entu-me-a-lu
1744;felewelay;fele-we-la-y
1745;aeropuerto;aeropuerto
1746;femkelay;fem-ke-la-y
1747;kimmanejay;kim-maneja-y
1748;urkun;urku-n
1749;se;s-e
1750;füta;füta
1751;isabel;isabel
1752;pelicula;pelicula
1753;ellkatripay;ellka-tripa-y
1754;matematica;matematica
1755;kimmapudunguy;kim-mapudungu-y
1756;utrukunungeael;utru-kunu-nge-a-el
1757;piafun;pi-a-fu-n
1758;luflay;luf-la-y
1759;siglo;siglo
1760;kimkanolu;kim-ka-no-lu
1761;nentupelay;nentu-pe-la-y
1762;adumniefimi;adum-nie-fi-mi
1763;adkintuyawkefuy;adkintu-yaw-ke-fu-y
1764;pitu;pitu
1765;wiñokefuy;wiño-ke-fu-y
1766;llfiñ;llf-iñ
1767;papeltuy;papel-tu-y
1768;kisulelu;kisu-le-lu
1769;kimfun;kim-fu-n
1770;lejos;lejos
1771;piyu;pi-yu
1772;rumelayaymün;rume-la-ya-ymün
1773;pilayaymu;pi-la-ya-ymu
1774;a;a
1775;allkükeiñ;allkü-ke-iñ
1776;con;con
1777;panguilef;panguilef
1778;ñamay;ñam-a-y
1779;kamañ;kamañ
1780;ngümanoael;ngüma-no-a-el
1781;amuafuymi;amu-a-fu-ymi
1782;ngollikelafuy;ngolli-ke-la-fu-y
1783;chemkülelay;chem-küle-la-y
1784;kimfuiñ;kim-fu-i-ñ
1785;kimentulay;kim-entu-la-y
1786;elufiiñ;elu-fi-iñ
1787;feypipen;fey-pi-pe-n
1788;profesionalngey;profesional-nge-y
1789;purruafuy;purru-a-fu-y
1790;femayu;fem-a-yu
1791;weshakelukiyawkelu;weshakelu-kiyaw-ke-lu
1792;püñeñngekelafuy;püñeñ-nge-ke-la-fu-y
1793;akutuy;aku-tu-y
1794;amuan;amu-a-n
1795;elulmi;elu-l-mi
1796;lawentuchefe;lawen-tu-che-fe
1797;operalu;opera-lu
1798;feleiñ;fele-iñ
1799;tremolen;tremo-le-n
1800;mejor;mejor
1801;kutranpiwkey;kutran-piwke-y
1802;we;we
1803;lalelayngün;la-le-la-y-ngün
1804;utruf;utruf
1805;eskota;eskota
1806;dewmayengelu;dewma-ye-nge-lu
1807;kisuntu;kisu-ntu
1808;chumafun;chum-a-fu-n
1809;pewlu;pe-w-lu
1810;kutranfuy;kutran-fu-y
1811;puwkeiñ;puw-ke-iñ
1812;si;si
1813;niefuiñ;nie-fu-iñ
1814;rupakefun;rupa-ke-fu-n
1815;ñarky;ñarky
1816;amuwelay;amu-we-la-y
1817;arenge;are-nge
1818;foltralen;foltra-le-n
1819;küpatuan;küpa-tu-a-n
1820;ngülampakeeyñmew;ngülam-pa-ke-e-yñ-mew
1821;pelon;pelon
1822;wedwedi;wedwed-i
1823;kümelkayay;küme-l-ka-ya-y
1824;nielimi;nie-l-imi
1825;kütralwe;kütral-we
1826;adkimñmangelay;ad-kim-ñma-nge-la-y
1827;konnoael;kon-no-a-el
1828;felisario;felisario
1829;yenieael;ye-nie-a-el
1830;katrufemñmangekey;katru-fem-ñma-nge-ke-y
1831;espuela;espuela
1832;kamapuley;kamapu-le-y
1833;llowdungukeenew;llow-dungu-ke-e-n-ew
1834;castilla;castilla
1835;napor;napor
1836;pemeael;pe-me-a-el
1837;anümchengen;anüm-che-nge-n
1838;mütrümwe;mütrüm-we
1839;montuy;montu-y
1840;chumlekefuel;chum-le-ke-fu-el
1841;müten;müten
1842;chumüll;chumüll
1843;trawülukeiñ;trawü-lu-ke-iñ
1844;rüpü;rüpü
1845;ngolliñmay;ngolli-ñma-y
1846;yengen;ye-nge-n
1847;küpatuyngün;küpa-tu-y-ngün
1848;yawi;yaw-i
1849;femle;fem-l-e
1850;mapuchengelayngün;mapuche-nge-la-y-ngün
1851;kimelngelaiñ;kimel-nge-la-iñ
1852;kewün;kewün
1853;vitrola;vitrola
1854;kimeltualu;kimel-tu-a-lu
1855;kimlafimi;kim-la-fi-mi
1856;tarro;tarro
1857;kontueyew;kon-tu-e-y-ew
1858;ülkantuan;ülkantu-a-n
1859;putukelu;putu-ke-lu
1860;ngenole;nge-no-l-e
1861;femfule;fem-fu-l-e
1862;chemkelafuy;chem-ke-la-fu-y
1863;fuertengey;fuerte-nge-y
1864;ngenngepatuy;ngen-nge-pa-tu-y
1865;wiñmakefueyñmew;wi-ñma-ke-fu-e-yñ-mew
1866;kuchatukey;kucha-tu-ke-y
1867;ülkantulayan;ülkantu-la-ya-n
1868;adkintuley;adkintu-le-y
1869;farmacia;farmacia
1870;pingekelafuy;pi-nge-ke-la-fu-y
1871;nota;nota
1872;cementangey;cementa-nge-y
1873;ayukefun;ayu-ke-fu-n
1874;tukungelan;tuku-nge-la-n
1875;kimngekefuy;kim-nge-ke-fu-y
1876;kellukeyngün;kellu-ke-y-ngün
1877;interesalawüyngün;interesa-la-wü-y-ngün
1878;nielayafuymi;nie-la-ya-fu-ymi
1879;dungupapeeyu;dungu-pa-pe-e-yu
1880;cuchillon;cuchillon
1881;tukungen;tuku-nge-n
1882;historia;historia
1883;konün;kon-ün
1884;felepaymi;fele-pa-ymi
1885;akuñmakey;aku-ñma-ke-y
1886;elfimi;el-fi-mi
1887;werküniekefuiñ;werkü-nie-ke-fu-iñ
1888;feypiaiñ;fey-pi-a-iñ
1889;karote;karote
1890;kelluenew;kellu-e-n-ew
1891;afkadiael;afkadi-a-el
1892;rangiñ;rangiñ
1893;hasta;hasta
1894;nagkülepuy;nag-küle-pu-y
1895;putufe;putu-fe
1896;küpakonle;küpa-kon-l-e
1897;novio;novio
1898;anükey;anü-ke-y
1899;ngoyllatungey;ngoylla-tu-nge-y
1900;dewmalu;dewma-lu
1901;layaymün;la-ya-ymün
1902;alasan;alasan
1903;metrenco;metrenco
1904;allkütukelu;allkü-tu-ke-lu
1905;ngolliñma;ngolli-ñma
1906;allfikelay;allfi-ke-la-y
1907;inayay;ina-ya-y
1908;tornillo;tornillo
1909;dungukeiñ;dungu-ke-iñ
1910;piam;piam
1911;awtu;awtu
1912;adkünungey;ad-künu-nge-y
1913;nochi;no-chi
1914;karukatu;karukatu
1915;feypiael;fey-pi-a-el
1916;witranpuramün;witra-n-pura-m-ün
1917;chüfüy;chüfü-y
1918;profesorngekerkeymi;profesor-nge-ke-rke-ymi
1919;pipuyu;pi-pu-yu
1920;wulngekey;wul-nge-ke-y
1921;yenietuy;ye-nie-tu-y
1922;konpulu;kon-pu-lu
1923;küpakim;küpa-kim-
1924;pullku;pullku
1925;enekechiley;ene-kechi-le-y
1926;wingkadungukakefuy;wingkadungu-ka-ke-fu-y
1927;feyngey;fey-nge-y
1928;telefono;telefono
1929;chemwelay;chem-we-la-y
1930;femngechilerkey;femngechi-le-rke-y
1931;faney;fane-y
1932;tripapay;tripa-pa-y
1933;cura;cura
1934;empezayngün;empeza-y-ngün
1935;relkerkey;rel-ke-rke-y
1936;elkunufin;el-kunu-fi-n
1937;müllokiñ;müllokiñ
1938;ese;ese
1939;noekechi;noe-kechi
1940;wedalkalepay;weda-l-ka-le-pa-y
1941;ngüñükey;ngüñü-ke-y
1942;yepatuy;ye-pa-tu-y
1943;madera;madera
1944;chillkatuiñ;chillkatu-iñ
1945;feypikunuwingün;fey-pi-kunu-w-i-ngün
1946;clara;clara
1947;pichiken;pichi-ke-n
1948;ngillayan;ngilla-ya-n
1949;nieayu;nie-a-yu
1950;entuaiñ;entu-a-iñ
1951;kimfuy;kim-fu-y
1952;puramafuiñ;pura-m-a-fu-iñ
1953;ngülamuiñ;ngülamu-iñ
1954;amulkey;amu-l-ke-y
1955;müleymi;müle-ymi
1956;küdaw;küdaw-
1957;akun;aku-n
1958;koraltu;koral-tu
1959;ngillangeael;ngilla-nge-a-el
1960;chemkunungekefuy;chem-kunu-nge-ke-fu-y
1961;kulpakey;kulpa-ke-y
1962;cabeza;cabeza
1963;rali;rali
1964;ltukungey;ltuku-nge-y
1965;allkülay;allkü-la-y
1966;kimwetulay;kim-we-tu-la-y
1967;adkelay;ad-ke-la-y
1968;katrukachufe;katru-kachu-fe
1969;ülmenwen;ülmen-wen
1970;lufkünunoael;luf-künu-no-a-el
1971;makuñ;makuñ
1972;miyawael;miyaw-a-el
1973;ramtukefufin;ramtu-ke-fu-fi-n
1974;potable;potable
1975;katrungelay;katru-nge-la-y
1976;tecnologia;tecnologia
1977;participakelaiñ;participa-ke-la-iñ
1978;ngillatuñmalekey;ngillatu-ñma-le-ke-y
1979;karpinteria;karpinteria
1980;libro;libro
1981;doctorngelu;doctor-nge-lu
1982;matruley;matru-le-y
1983;niefiñ;nie-fi-ñ
1984;miyawkafuymu;miyaw-ka-fu-ymu
1985;pingerkefuy;pi-nge-rke-fu-y
1986;ayiwrkey;ayi-w-rke-y
1987;kuden;kude-n
1988;kimfi;kim-fi
1989;nga;nga
1990;elupakeeyñmew;elu-pa-ke-e-yñ-mew
1991;ñampiyawi;ñam-pi-yaw-i
1992;kellunieeymew;kellu-nie-e-ym-ew
1993;kisukunuenew;kisu-kunu-e-n-ew
1994;ceñir;ceñir
1995;trekanoliyu;treka-no-li-yu
1996;pikelafuy;pi-ke-la-fu-y
1997;küpalen;küpa-le-n
1998;ngenngelu;ngen-nge-lu
1999;chumngechilen;chumngechi-le-n
2000;awkayngün;awka-y-ngün
2001;kün;kü-n
2002;pepukefiy;pe-pu-ke-fi-y
2003;pepakeeyew;pe-pa-ke-e-y-ew
2004;lewfü;lewfü
2005;adumlaymi;adum-la-ymi
2006;tripay;tripa-y
2007;trokiwimi;troki-w-imi
2008;elungekelay;elu-nge-ke-la-y
2009;neyfükünumekey;neyfü-künu-meke-y
2010;femkelmün;fem-ke-l-mün
2011;kimafulu;kim-a-fu-lu
2012;elmuiñ;el-mu-iñ
2013;konlayay;kon-la-ya-y
2014;fañu;fañu
2015;ngümaken;ngüma-ke-n
2016;putuke;putu-ke
2017;desarrollo;desarrollo
2018;feypikeeyñmew;fey-pi-ke-e-yñ-mew
2019;anselmo;anselmo
2020;küpailosanchutufun;küpa-ilo-sanchu-tu-fu-n
2021;mapudungukefun;mapudungu-ke-fu-n
2022;akukefuy;aku-ke-fu-y
2023;wangku;wangku
2024;kümelelay;küme-le-la-y
2025;yeaymün;ye-a-ymün
2026;entungekelaiñ;entu-nge-ke-la-iñ
2027;pultrunniekefuy;pultrun-nie-ke-fu-y
2028;kontun;kon-tu-n
2029;mongetuy;monge-tu-y
2030;ulelngekefuy;ulel-nge-ke-fu-y
2031;putra;putra
2032;karpintero;karpintero
2033;ramtukayafuel;ramtu-ka-ya-fu-el
2034;femlayapuen;fem-la-y-a-pu-e-n
2035;küpalkeyngün;küpal-ke-y-ngün
2036;wüdwüdfe;wüdwüd-fe
2037;niealu;nie-a-lu
2038;ayekay;ayeka-y
2039;küpawelay;küpa-we-la-y
2040;puramafiel;pura-m-a-fi-el
2041;obligacion;obligacion
2042;widpulepe;widpu-le-pe
2043;acero;acero
2044;kimpapelafun;kim-pa-pe-la-fu-n
2045;allkükelafuymi;allkü-ke-la-fu-ymi
2046;wingka;wingka
2047;pingekelay;pi-nge-ke-la-y
2048;tukuniengey;tuku-nie-nge-y
2049;sabio;sabio
2050;kofkefengelu;kofke-fe-nge-lu
2051;mapuchengeel;mapuche-nge-el
2052;küdawkeyngün;küdaw-ke-y-ngün
2053;feypikelaymi;fey-pi-ke-la-ymi
2054;piti;piti
2055;yewentukutuy;yewen-tuku-tu-y
2056;adumkelafun;adum-ke-la-fu-n
2057;kompañ;kompañ
2058;fotilla;fotilla
2059;tralkan;tralka-n
2060;küpadoctorngen;küpa-doctor-nge-n
2061;femlaiñ;fem-la-iñ
2062;wüne;wüne
2063;faltay;falta-y
2064;yepatunge;ye-pa-tu-nge
2065;ngankey;ngan-ke-y
2066;palolngey;palol-nge-y
2067;nielayafuy;nie-la-ya-fu-y
2068;kimngürey;kim-ngüre-y
2069;puwiñ;puw-iñ
2070;rungen;ru-nge-n
2071;nütramkangelay;nütramka-nge-la-y
2072;tukulkawael;tuku-l-ka-w-a-el
2073;tralkatuwün;tralkatu-w-ün
2074;mülepayu;müle-pa-yu
2075;pikeaymün;pi-ke-a-ymün
2076;llikafali;llika-fal-i
2077;dullingekefuy;dulli-nge-ke-fu-y
2078;amuayngün;amu-a-y-ngün
2079;kullikey;kulli-ke-y
2080;mandangefuiñ;manda-nge-fu-iñ
2081;feyka;fey-ka
2082;fishkümiyaelwe;fishk-üm-iyael-we
2083;chanchu;chanchu
2084;nentukey;nentu-ke-y
2085;marcos;marcos
2086;pefilimün;pe-fi-li-mün
2087;küdawlu;küdaw-lu
2088;pichikalu;pichi-ka-lu
2089;nütramkaleaiñ;nütramka-le-a-iñ
2090;pipay;pi-pa-y
2091;pichike;pichi-ke-
2092;sopaipilla;sopaipilla
2093;tripakülmün;tripa-kül-mün
2094;pikunuy;pi-kunu-y
2095;estudialan;estudia-la-n
2096;llikangey;llika-nge-y
2097;kelluwkeyngün;kellu-w-ke-y-ngün
2098;ngünen;ngüne-n
2099;kimelfi;kimel-fi
2100;masajengekefuy;masaje-nge-ke-fu-y
2101;ñamlay;ñam-la-y
2102;tukulelfiy;tuku-lel-fi-y
2103;kawellu;ka-w-el-lu
2104;operakechi;opera-ke-chi
2105;amulelmi;amu-le-l-mi
2106;nieymün;nie-ymün
2107;humitatuy;humita-tu-y
2108;ülcha;ülcha
2109;chumnole;chum-no-l-e
2110;doam;doam
2111;chillkatuay;chillkatu-a-y
2112;mülepalu;müle-pa-lu
2113;fütañma;füta-ñma
2114;folklore;folklore
2115;sacakefuy;saca-ke-fu-y
2116;chemngekey;chem-nge-ke-y
2117;ngüneluwün;ngüneluw-ün
2118;yafutukeiñ;yafutu-ke-iñ
2119;chumpapeymi;chum-pa-pe-ymi
2120;pingefun;pi-nge-fu-n
2121;wilituwe;wili-tu-we
2122;wechechengey;weche-che-nge-y
2123;kimpalafin;kim-pa-la-fi-n
2124;ngenngelay;ngen-nge-la-y
2125;elukefiiñ;elu-ke-fi-iñ
2126;pekeiñ;pe-ke-iñ
2127;witrakeafimün;witra-ke-a-fi-mün
2128;karu;ka-ru
2129;puramkefuy;pura-m-ke-fu-y
2130;kimpapeltulayngün;kim-papel-tu-la-y-ngün
2131;indigenangey;indigena-nge-y
2132;chokoafuyu;choko-a-fu-yu
2133;febrero;febrero
2134;llikayngün;llika-y-ngün
2135;kalul;kalul
2136;firma;firma
2137;puraalu;pura-a-lu
2138;adumkefuy;adum-ke-fu-y
2139;komke;kom-ke
2140;weñengekelafuy;weñe-nge-ke-la-fu-y
2141;papeltuyngün;papel-tu-y-ngün
2142;allkütulimi;allkü-tu-l-imi
2143;feleyngün;fele-y-ngün
2144;piafiy;pi-a-fi-y
2145;ngillatumekefuyngün;ngillatu-me-ke-fu-y-ngün
2146;rupayan;rupayan
2147;piaiñ;pi-a-iñ
2148;relkülekefuy;rel-küle-ke-fu-y
2149;ngenpin;ngen-pi-n
2150;putokomekey;putoko-meke-y
2151;piafuiñ;pi-a-fu-iñ
2152;kam;kam
2153;wakakamañael;waka-kamañ-a-el
2154;feypilaenew;fey-pi-la-e-n-ew
2155;dewmangeel;dewma-nge-el
2156;nagpaymi;nag-pa-ymi
2157;tripapayngün;tripa-pa-y-ngün
2158;blanca;blanca
2159;falül;falül-
2160;enseñafuenew;enseña-fu-e-n-ew
2161;kimlu;kim-lu
2162;yeniefin;ye-nie-fi-n
2163;feypilafiy;fey-pi-la-fi-y
2164;tufin;tu-fi-n
2165;cheleael;che-le-a-el
2166;wechewentru;weche-wentru
2167;wemakechilekefuy;wema-kechi-le-ke-fu-y
2168;walloñ;walloñ
2169;pa;pa
2170;piel;pi-el
2171;ganzu;ganzu
2172;abuelita;abuelita
2173;miyawkey;miyaw-ke-y
2174;nielu;nie-lu
2175;katrukefuy;katru-ke-fu-y
2176;apoleay;apo-le-a-y
2177;acheyawün;a-che-ya-wün
2178;tripakelan;tripa-ke-la-n
2179;furey;fure-y
2180;küpalimi;küpal-imi
2181;trawürumey;trawü-rume-y
2182;kallpitun;kallpitu-n
2183;tukufuymi;tuku-fu-ymi
2184;katrungekefuy;katru-nge-ke-fu-y
2185;kimelfe;kimelfe
2186;tukunge;tuku-nge
2187;nienolimi;nie-no-l-imi
2188;mülepaymi;müle-pa-ymi
2189;pel;pel
2190;pilafuy;pi-la-fu-y
2191;yengetuael;ye-nge-tu-a-el
2192;amurkeymi;amu-rke-ymi
2193;konpalay;kon-pa-la-y
2194;kimelafiiñ;kimel-a-fi-iñ
2195;alofküley;alof-küle-y
2196;particular;particular
2197;kimchefelu;kim-che-fe-lu
2198;feypilan;fey-pi-la-n
2199;ay;ay
2200;ngünenkiyawlfiy;ngüne-n-kiyaw-l-fi-y
2201;elngeael;el-nge-a-el
2202;pobreleiñ;pobre-le-iñ
2203;kellukeiñ;kellu-ke-iñ
2204;amuken;amu-ke-n
2205;sañwe;sañwe
2206;hoja;hoj-a
2207;kewalu;kewa-lu
2208;keche;kech-e
2209;yenielay;ye-nie-la-y
2210;felerkefuy;fele-rke-fu-y
2211;wingkakechilelay;wingka-kechi-le-la-y
2212;kochike;kochi-ke
2213;secreto;secreto
2214;chemnien;chem-nie-n
2215;pepakelaen;pe-pa-ke-la-e-n
2216;nentulayafin;nen-tu-la-ya-fi-n
2217;kewaiñ;kewa-iñ
2218;wingkawi;wingka-w-i
2219;kewayngün;kewa-y-ngün
2220;kuseke;kuse-ke
2221;pellkelekepelay;pellke-le-ke-pe-la-y
2222;utrufnagi;utruf-nag-i
2223;femlayaiñ;fem-la-ya-iñ
2224;matetun;mate-tu-n
2225;piayngün;pi-a-y-ngün
2226;anümche;anüm-che
2227;küpalelu;küpa-le-lu
2228;elmekefuy;el-me-ke-fu-y
2229;trawüy;trawü-y
2230;palabra;palabra
2231;nütramkawkelay;nütramka-w-ke-la-y
2232;pipiyu;pi-pi-yu
2233;küdawlemum;küdaw-le-mu-m
2234;femkülnge;fem-kül-nge
2235;wüdkiyawkey;wüd-kiyaw-ke-y
2236;küpay;küpa-y
2237;ngenngey;ngen-nge-y
2238;pepelayan;pe-pe-la-ya-n
2239;pamu;pamu
2240;tachi;ta-chi
2241;penole;pe-no-l-e
2242;nentun;nentu-n
2243;rakiduami;rakiduam-i
2244;kimweupilu;kim-weupi-lu
2245;kiman;kim-a-n
2246;müleyu;müle-yu
2247;elkeetew;el-ke-e-t-ew
2248;amukefuymün;amu-ke-fu-ymün
2249;kuydapen;kuyda-pe-n
2250;chemkefiñ;chem-ke-fi-ñ
2251;kuydangele;kuyda-nge-l-e
2252;küpakimfun;küpa-kim-fu-n
2253;wiñorakiduamtuay;wiño-rakiduam-tu-a-y
2254;popa;po-pa
2255;militar;militar
2256;dueño;dueño
2257;konpayael;kon-pa-ya-el
2258;kellupaeiñmew;kellu-pa-e-iñ-mew
2259;kushe;kushe
2260;epeko;epeko
2261;achawalltun;achawall-tu-n
2262;puwlmün;puw-l-mün
2263;allkülele;allkü-le-l-e
2264;felipe;felipe
2265;afkey;af-ke-y
2266;arreglaforofe;arregla-foro-fe
2267;larumele;la-rume-le
2268;peru;peru
2269;pengelnielu;pe-nge-l-nie-lu
2270;lawenlafuy;lawen-la-fu-y
2271;weon;weon
2272;yenieiñ;ye-nie-iñ
2273;sondatuley;sonda-tu-le-y
2274;elmeenew;el-me-e-n-ew
2275;mülerumeael;müle-rume-a-el
2276;dewmapuy;dewma-pu-y
2277;niefiy;nie-fi-y
2278;feypilaen;fey-pi-la-e-n
2279;feypipingen;fey-pi-pi-nge-n
2280;iltungekelu;i-l-tu-nge-ke-lu
2281;kellukefuyngün;kellu-ke-fu-y-ngün
2282;todangelu;toda-nge-lu
2283;pipingün;pi-pi-ngün
2284;anun;anu-n
2285;mapudunguymün;mapudungu-ymün
2286;lapan;lapa-n
2287;ñawe;ñawe
2288;kelulechi;kelu-le-chi
2289;ngülakeymün;ngüla-ke-ymün
2290;practica;practica
2291;mucho;mucho
2292;respetalayafiy;respeta-la-ya-fi-y
2293;putulu;putu-lu
2294;chewkalen;chewkalen
2295;kayñe;kayñe
2296;püzüm;püzüm
2297;yeniengün;ye-nie-ngün
2298;ngoymanietuyngün;ngoyma-nie-tu-y-ngün
2299;yeso;yeso
2300;nuyun;nuyu-n
2301;pikeiñ;pi-ke-iñ
2302;feypipaenew;fey-pi-pa-e-n-ew
2303;kimelalu;kimel-a-lu
2304;mapuchedunguael;mapuche-dungu-a-el
2305;muntuñmawi;muntu-ñma-w-i
2306;wünechi;wüne-chi
2307;ngillan;ngilla-n
2308;afle;af-l-e
2309;dungungeay;dungu-nge-a-y
2310;punotuyawleiñ;puno-tu-yaw-le-iñ
2311;kuydayawkey;kuyda-yaw-ke-y
2312;perdefuy;perde-fu-y
2313;ayiwken;ayi-w-ke-n
2314;chummekeymi;chum-meke-ymi
2315;tiempo;tiempo
2316;nentulayafin;nentu-la-ya-fi-n
2317;pinien;pi-nie-n
2318;trayayka;trayay-ka
2319;camioneta;camioneta
2320;umawleken;umaw-le-ke-n
2321;arreglangetukefuy;arregla-nge-tu-ke-fu-y
2322;kimelaiñ;kimel-a-iñ
2323;chillkatulayafun;chillkatu-la-ya-fu-n
2324;entumekefuy;entu-meke-fu-y
2325;ngillayael;ngilla-ya-el
2326;enfermerangelu;enfermera-nge-lu
2327;iloufisa;ilo-ufisa
2328;aeroplano;aeroplano
2329;muntuñmangelu;muntu-ñma-nge-lu
2330;dewü;dewü
2331;tukelafuy;tu-ke-la-fu-y
2332;cuchillo;cuchillo
2333;kuydaniepakefun;kuyda-nie-pa-ke-fu-n
2334;mütrümngeken;mütrüm-nge-ke-n
2335;inaful;inaful
2336;piy;pi-y
2337;tremingün;trem-i-ngün
2338;amuaymi;amu-a-ymi
2339;purarumey;pura-rume-y
2340;munulkülelu;munu-l-küle-lu
2341;borrangeken;borra-nge-ke-n
2342;küdawkeiñ;küdaw-ke-iñ
2343;aretuüykiyawpeafun;aretu-üy-kiyaw-pe-a-fu-n
2344;trepelen;trepe-le-n
2345;allkünoael;allkü-no-a-el
2346;arey;are-y
2347;kümelkalen;küme-l-ka-le-n
2348;pultruley;pultru-le-y
2349;weñangkün;weñangkü-n
