;palabra;segmentacion
13899;de;['de']
13900;repente;['repente']
13901;llamarumey;['llama','-rume','-y']
13902;ngümangümangey;['ngüma','-ngüma','-nge','-y']
13903;chumngechi;['chumngechi']
13904;piyu;['pi','-yu']
13905;feymew;['feymew']
13906;feypiy;['fey','-pi','-y']
13907;fey;['fey']
13908;ta;['ta']
13909;weñen;['weñe','-n']
13910;kom;['kom']
13911;entuñmangen;['entu','-ñma','-nge','-n']
13912;ñi;['ñi']
13913;falin;['fali','-n']
13914;cosa;['cosa']
13915;ka;['ka']
13916;entuñmangen;['entu','-ñma','-nge','-n']
13917;plata;['plata']
13918;kom;['kom']
13919;kom;['kom']
13920;nentuñmangen;['nentu','-ñma','-nge','-n']
13921;piy;['pi','-y']
13922;chumafun;['chum','-a','-fu','-n']
13923;kay;['kay']
13924;pifiñ;['pi','-fi','-ñ']
13925;küpatunge;['küpa','-tu','-nge']
13926;pifiyu;['pi','-fi','-yu']
13927;yepatuy;['ye','-pa','-tu','-y']
13928;plata;['plata']
13929;ka;['ka']
13930;amutuy;['amu','-tu','-y']
13931;küdawlelu;['küdaw','-le','-lu']
13932;fey;['fey']
13933;kom;['kom']
13934;niefuy;['nie','-fu','-y']
13935;añil;['añil']
13936;kom;['kom']
13937;kom;['kom']
13938;chamalltukefuy;['chamall','-tu','-ke','-fu','-y']
13939;kisu;['kisu']
13940;chamalltukefuy;['chamall','-tu','-ke','-fu','-y']
13941;iñche;['iñche']
13942;ta;['ta']
13943;iñche;['iñche']
13944;pifun;['pi','-fu','-n']
13945;pifun;['pi','-fu','-n']
13946;lelfün;['lelfün']
13947;mew;['mew']
13948;ngelay;['nge','-la','-y']
13949;weñefe;['weñe','-fe']
13950;piwkefun;['pi','-w','-ke','-fu','-n']
13951;iñche;['iñche']
13952;lelfün;['lelfün']
13953;mew;['mew']
13954;ngelay;['nge','-la','-y']
13955;weñefe;['weñe','-fe']
13956;kuyfi;['kuyfi']
13957;müten;['müten']
13958;ngekelafuy;['nge','-ke','-la','-fu','-y']
13959;ka;['ka']
13960;tamew;['ta','-mew']
13961;müley;['müle','-y']
13962;weñefe;['weñe','-fe']
13963;lamngen;['lamngen']
13964;sañchu;['sañchu']
13965;yeñmangey;['ye','-ñma','-nge','-y']
13966;llemay;['llemay']
13967;yeñmangey;['ye','-ñma','-nge','-y']
13968;sanchu;['sanchu']
13969;mülerkey;['müle','-rke','-y']
13970;weñefe;['weñe','-fe']
13971;chumngelu;['chumngelu']
13972;am;['am']
13973;ta;['ta']
13974;müley;['müle','-y']
13975;weñefe;['weñe','-fe']
13976;kimlan;['kim','-la','-n']
13977;iñche;['iñche']
13978;pikefuy;['pi','-ke','-fu','-y']
13979;entendelan;['entende','-la','-n']
13980;iñche;['iñche']
13981;chumngelu;['chumngelu']
13982;am;['am']
13983;ta;['ta']
13984;peñi;['peñi']
13985;iñche;['iñche']
13986;pengeltufiñ;['pe','-nge','-l','-tu','-fi','-ñ']
13987;mallmall;['mallmall']
13988;makuñ;['makuñ']
13989;koipo;['koipo']
13990;ta;['ta']
13991;femngelay;['fem','-nge','-la','-y']
13992;ta;['ta']
13993;ñi;['ñi']
13994;makuñ;['makuñ']
13995;Santiago;['santiago']
13996;makuñ;['makuñ']
13997;ayuwi;['ayu','-w','-i']
13998;pikefiñ;['pi','-ke','-fi','-ñ']
13999;falin;['fali','-n']
14000;kisu;['kisu']
14001;miyawi;['miyaw','-i']
14002;chi;['chi']
14003;füchache;['fücha','-che']
14004;müna;['müna']
14005;wesha;['wesha']
14006;eymi;['eymi']
14007;pepakelaen;['pe','-pa','-ke','-la','-e','-n']
14008;pifiñ;['pi','-fi','-ñ']
14009;may;['may']
14010;müna;['müna']
14011;wesha;['wesha']
14012;füchachengey;['fücha','-che','-nge','-y']
14013;chemley;['chem','-le','-y']
14014;chi;['chi']
14015;pichike;['pichi','-ke']
14016;che;['che']
14017;müna;['müna']
14018;küme;['küme']
14019;awkantumekey;['awkantu','-meke','-y']
14020;pichike;['pichi','-ke']
14021;che;['che']
14022;fentren;['fentren']
14023;pichike;['pichi','-ke']
14024;che;['che']
14025;müley;['müle','-y']
14026;tami;['ta','-mi']
14027;ruka;['ruka']
14028;mew;['mew']
14029;kiñe;['kiñe']
14030;jardin;['jardin']
14031;infantil;['infantil']
14032;reke;['reke']
14033;palu;['palu']
14034;Teresa;['Teresa']
14035;jardin;['jardin']
14036;mew;['mew']
14037;Lulu;['Lulu']
14038;palu;['palu']
14039;Lulu;['Lulu']
14040;müna;['müna']
14041;küme;['küme']
14042;Santiago;['santiago']
14043;waria;['waria']
14044;mew;['mew']
14045;ngelay;['nge','-la','-y']
14046;che;['che']
14047;kimmapudungulu;['kim','-mapudungu','-lu']
14048;mülekafuy;['müle','-ka','-fu','-y']
14049;ka;['ka']
14050;tüfamew;['tüfa','-mew']
14051;müley;['müle','-y']
14052;fentren;['fentren']
14053;che;['che']
14054;kimmapudungulu;['kim','-mapudungu','-lu']
14055;chempelay;['chem','-pe','-la','-y']
14056;ko;['ko']
14057;apopelay;['apo','-pe','-la','-y']
14058;ko;['ko']
14059;afi;['af','-y']
14060;ñi;['ñi']
14061;ko;['ko']
14062;ñi;['ñi']
14063;pichidomo;['pichi','-domo']
14064;Fentepuy;['fente','-pu','-y']
14065;ti;['ti']
14066;mate;['mate']
14067;femngechi;['femngechi']
14068;anay;['anay']
14069;lamngen;['lamngen']
14070;müna;['müna']
14071;kümelkaleiñ;['küme','-l','-ka','-le','-iñ']
14072;trawülukeiñ;['trawü','-lu','-ke','-iñ']
14073;mapudunguleiñ;['mapudungu','-le','-iñ']
14074;mapudunguletuiñ;['mapudungu','-le','-tu','-iñ']
14075;may;['may']
14076;po;['po']
14077;pewmangen;['pewmangen']
14078;mapudunguletuy;['mapudungu','-le','-tu','-y']
14079;kom;['kom']
14080;pu;['pu']
14081;che;['che']
14082;chumnole;['chum','-no','-l'e']
14083;femlayay;['fem','-la','-ya','-y']
14084;ka;['ka']
14085;welu;['welu']
14086;tüfamew;['tüfa','-mew']
14087;müley;['müle','-y']
14088;kiñeke;['kiñe','-ke']
14089;wechewentru;['weche','-wentru']
14090;wechedomo;['weche','-domo']
14091;küpakimmapudunguay;['küpa','-kim','-mapudungu','-a','-y']
14092;petu;['petu']
14093;kimlafiñ;['kim','-laf','-iñ']
14094;ka;['ka']
14095;petu;['petu']
14096;Mercedes;['Mercedes']
14097;reke;['reke']
14098;Mercedes;['Mercedes']
14099;ta;['ta']
14100;müley;['müle','-y']
14101;llemay;['llemay']
14102;welu;['welu']
14103;faw;['faw']
14104;fey;['fey']
14105;tachi;['ta','-chi']
14106;lof;['lof']
14107;mew;['mew']
14108;chumleafel;['chum','-le','-a','-f','-el']
14109;ka;['ka']
14110;weke;['we','-ke']
14111;domo;['domo']
14112;ngelay;['nge','-la','-y']
14113;kisu;['kisu']
14114;pinge;['pi','-nge']
14115;rume;['rume']
14116;piwelay;['pi','-we','-la','-y']
14117;mapudunguael;['mapudungu','-a','-el']
14118;piwelay;['pi','-we','-la','-y']
14119;kom;['kom']
14120;pu;['pu']
14121;wecheke;['weche','-ke']
14122;wentru;['wentru']
14123;wecheke;['weche','-ke']
14124;domo;['domo']
14125;kom;['kom']
14126;famtripayngün;['fam','-tripa','-y','-ngün']
14127;kintuyawlfiy;['kintu','-yaw','-l','-fi','-y']
14128;plata;['plata']
14129;engün;['engün']
14130;ngelay;['nge','-la','-y']
14131;küdaw;['küdaw']
14132;tüfamew;['tüfa','-mew']
14133;ngelay;['nge','-la','-y']
14134;küdaw;['küdaw']
14135;pingey;['pi','-nge','-y']
14136;welu;['welu']
14137;mülekafuy;['müle','-ka','-fu','-y']
14138;ka;['ka']
14139;ngelay;['nge','-la','-y']
14140;kulliñ;['kulliñ']
14141;ngelay;['nge','-la','-y']
14142;kulliñ;['kulliñ']
14143;ngelay;['nge','-la','-y']
14144;iyael;['iyael']
14145;müley;['müle','-y']
14146;iyael;['iyael']
14147;müley;['müle','-y']
14148;kulliñ;['kulliñ']
14149;welu;['welu']
14150;ngelay;['nge','-la','-y']
14151;plata;['plata']
14152;welu;['welu']
14153;wecheke;['weche','-ke']
14154;che;['che']
14155;tripakey;['tripa','-ke','-y']
14156;küdawael;['küdaw','-a','-el']
14157;tukutuluael;['tuku','-tu','-lu','-a','-el']
14158;küme;['küme']
14159;tukutuluael;['tuku','-tu','-lu','-a','-el']
14160;feylle;['fey','-lle']
14161;kay;['kay']
14162;amuy;['amu','-y']
14163;fey;['fey']
14164;müta;['müta']
14165;femngechi;['femngechi']
14166;mülekefuy;['müle','-ke','-fu','-y']
14167;ta;['ta']
14168;pichike;['pichi','-ke']
14169;che;['che']
14170;wecheke;['weche','-ke']
14171;domo;['domo']
14172;wecheke;['weche','-ke']
14173;che;['che']
14174;nielu;['nie','-lu']
14175;kiñe;['kiñe']
14176;pichiñ;['pichiñ']
14177;kimeluwün;['kimelu','-w','-ün']
14178;chumafuy;['chum','-a','-fu','-y']
14179;tüfamew;['tüfa','-mew']
14180;ngelay;['nge','-la','-y']
14181;küdawtuam;['küdaw','-tu','-a','-m']
14182;tüfamew;['tüfa','-mew']
14183;enfermerangelu;['enfermera','-nge','-lu']
14184;lawentuchefengelu;['lawen','-tu','-che','-fe','-nge','-lu']
14185;kimlu;['kim','-lu']
14186;enfermera;['enfermera']
14187;ngelu;['nge','-lu']
14188;kiñe;['kiñe']
14189;profesion;['profesion']
14190;nielu;['nie','-lu']
14191;amutuy;['amu','-tu','-y']
14192;feymew;['feymew']
14193;ta;['ta']
14194;küdawkey;['küdaw','-ke','-y']
14195;chumafuy;['chum','-a','-fu','-y']
14196;kay;['kay']
14197;femngechi;['femngechi']
14198;llemay;['llemay']
14199;chi;['chi']
14200;no;['no']
14201;müna;['müna']
14202;wesha;['wesha']
14203;welu;['welu']
14204;karü;['karü']
14205;trapitukeymi;['trapi','-tu','-ke','-ymi']
14206;karü;['karü']
14207;trapi;['trapi']
14208;pingey;['pi','-nge','-y']
14209;tüfa;['tüfa']
14210;kimfimi;['kim','-fi','-mi']
14211;kumentuken;['kumentu','-ke','-n']
14212;chi;['chi']
14213;furi;['furi']
14214;trapi;['trapi']
14215;welu;['welu']
14216;ilu;['i','-lu']
14217;müna;['müna']
14218;furirkey;['furi','-rke','-y']
14219;müna;['müna']
14220;furey;['fure','-y']
14221;furirkey;['furi','-rke','-y']
14222;pin;['pi','-n']
14223;iñche;['iñche']
14224;adumlay;['adum','-la','-y']
14225;mapudungun;['mapudungun']
14226;chi;['chi']
14227;wentru;['wentru']
14228;ti;['ti']
14229;adumlay;['adum','-la','-y']
14230;petu;['petu']
14231;adumlay;['adum','-la','-y']
14232;welu;['welu']
14233;adumay;['adum','-a','-y']
14234;adumnole;['adum','-no','-le']
14235;trayaykalongkoafiiñ;['trayay','-ka','longko','-a','-fi','-iñ']
14236;ka;['ka']
14237;witrakapilunafiiñ;['witra','-ka','pilun','-a','-fi','-iñ']
14238;puray;['pura','-y']
14239;chi;['chi']
14240;presion;['presion']
14241;piy;['pi','-y']
14242;ta;['ta']
14243;ñi;['ñi']
14244;peñi;['peñi']
14245;kofikeymi;['kofi','-ke','-ymi']
14246;longko;['longko']
14247;fey;['fey']
14248;pamu;['pamu']
14249;müten;['müten']
14250;lamngen;['lamngen']
14251;pamulongkoleymi;['pamu','-longko','-le','-ymi']
14252;pamupiwkeleymi;['pamu','piwke','-le','-ymi']
14253;fey;['fey']
14254;ta;['ta']
14255;presion;['presion']
14256;piy;['pi','-y']
14257;ta;['ta']
14258;wingka;['wingka']
14259;fey;['fey']
14260;ta;['ta']
14261;pamu;['pamu']
14262;tami;['ta','-mi']
14263;niefel;['nie','-f','-el']
14264;fey;['fey']
14265;ta;['ta']
14266;mew;['mew']
14267;kiñe;['kiñe']
14268;weche;['weche']
14269;domo;['domo']
14270;weche;['weche']
14271;domo;['domo']
14272;no;['no']
14273;üllcha;['üllcha']
14274;domo;['domo']
14275;ta;['ta']
14276;akuy;['aku','-y']
14277;feley;['fele','-y']
14278;tripapay;['tripa','-pa','-y']
14279;hospital;['hospital']
14280;mew;['mew']
14281;kümelkalay;['küme','-l','-ka','-la','-y']
14282;epe;['epe']
14283;utrufrupa-y;['utruf','rupa','-y']
14284;nieymi;['nie','-ymi']
14285;pieyew;['pi','-e','-y','-ew']
14286;pu;['pu']
14287;wingka;['wingka']
14288;pu;['pu']
14289;doctor;['doctor']
14290;fey;['fey']
14291;ta;['ta']
14292;mew;['mew']
14293;küpay;['küpa','-y']
14294;ñi;['ñi']
14295;lamngen;['lamngen']
14296;mew;['mew']
14297;mongetuay;['monge','-tu','-a','-y']
14298;pamurke;['pamu','-rke']
14299;nierkey;['nie','-rke','-y']
14300;pamupiwkeley;['pamu','piwke','-le','-y']
14301;küme;['küme']
14302;arechi;['are','-chi']
14303;putokokeymi;['putoko','-ke','-ymi']
14304;ta;['ta']
14305;ti;['ti']
14306;fishkutumelaymi;['fishku','-tu','-me','-la','-ymi']
14307;mülechi;['müle','-chi']
14308;ko;['ko']
14309;müte;['müte']
14310;kümelay;['küme','-la','-y']
14311;putokon;['putoko','-n']
14312;mew;['mew']
14313;welu;['welu']
14314;ka;['ka']
14315;rume;['rume']
14316;arey;['are','-y']
14317;ka;['ka']
14318;kiñeke;['kiñe','-ke']
14319;mew;['mew']
14320;femken;['fem','-ke','-n']
14321;ka;['ka']
14322;arelen;['are','-le','-n']
14323;ka;['ka']
14324;putokon;['putoko','-n']
14325;ko;['ko']
14326;fey;['fey']
14327;llemay;['llemay']
14328;pamu;['pamu']
14329;piwkelimi;['piwke','-l','-imi']
14330;ta;['ta']
14331;ti;['ti']
14332;lamngen;['lamngen']
14333;pamu;['pamu']
14334;lawen;['lawen']
14335;putokolmi;['putoko','-l','-mi']
14336;fey;['fey']
14337;ta;['ta']
14338;chem;['chem']
14339;am;['am']
14340;pingekey;['pi','-nge','-ke','-y']
14341;fey;['fey']
14342;no;['no']
14343;ta;['ta']
14344;ti;['ti']
14345;pamulimi;['pamu','-l','-imi']
14346;pamulimi;['pamu','-l','-imi']
14347;piwke;['piwke']
14348;pamuley;['pamu','-le','-y']
14349;ñi;['ñi']
14350;longko;['longko']
14351;ka;['ka']
14352;pamulongkolimi;['pamu','-longko','-l','-imi']
14353;mülean;['müle','-a','-n']
14354;mülean;['müle','-a','-n']
14355;pikeymi;['pi','-ke','-ymi']
14356;ama;['ama']
14357;pichi;['pichi']
14358;aluñmayan;['alu','-ñma','-ya','-n']
14359;pilaymi;['pi','-la','-ymi']
14360;ama;['ama']
14361;lawentuñmupayaymi;['lawen','-tu','-ñmu','-pa','-ya','-ymi']
14362;faw;['faw']
14363;rume;['rume']
14364;küme;['küme']
14365;kiñe;['kiñe']
14366;küyen;['küyen']
14367;peno;['peno']
14368;entonces;['entonces']
14369;po;['po']
14370;nieymi;['nie','-ymi']
14371;tami;['ta','-mi']
14372;lawentuñmupayael;['lawen','-tu','-ñmu','-pa','-ya','-el']
14373;faw;['faw']
14374;pamu;['pamu']
14375;müten;['müten']
14376;ta;['ta']
14377;ti;['ti']
14378;ramtupayan;['ramtu','-pa','-ya','-n']
14379;ka;['ka']
14380;presion;['presion']
14381;piy;['pi','-y']
14382;ta;['ta']
14383;wingka;['wingka']
14384;chem;['chem']
14385;üy;['üy']
14386;niey;['nie','-y']
14387;ta;['ta']
14388;presion;['presion']
14389;mapuchedungun;['mapuche','-dungu','-n']
14390;mew;['mew']
14391;kutran;['kutran']
14392;presion;['presion']
14393;chem;['chem']
14394;dungu;['dungu']
14395;niey;['nie','-y']
14396;am;['am']
14397;pamu;['pamu']
14398;pingey;['pi','-nge','-y']
14399;ta;['ta']
14400;Lucho;['Lucho']
14401;Quintriqueo;['Quintriqueo']
14402;nütramkamefiñ;['nütramka','-me','-fi','-ñ']
14403;newe;['newe']
14404;chumüll;['chumüll']
14405;akulu;['aku','-lu']
14406;iñche;['iñche']
14407;epu;['epu']
14408;kutran;['kutran']
14409;nien;['nie','-n']
14410;anay;['anay']
14411;peñi;['peñi']
14412;pienew;['pi','-e','-n','-ew']
14413;chadi;['chadi']
14414;kutran;['kutran']
14415;nien;['nie','-n']
14416;ka;['ka']
14417;asucura;['asucura']
14418;kutran;['kutran']
14419;nien;['nie','-n']
14420;chadi;['chadi']
14421;kutran;['kutran']
14422;ka;['ka']
14423;piy;['pi','-y']
14424;chadi;['chadi']
14425;kutran;['kutran']
14426;ka;['ka']
14427;asucura;['asucura']
14428;kutran;['kutran']
14429;la;['la']
14430;palu;['palu']
14431;Beti;['Beti']
14432;Beti;['Beti']
14433;iñchiw;['iñchiw']
14434;müleyu;['müle','-yu']
14435;pirumetulmi;['pi','-rume','-tu','-l','-mi']
14436;müte;['müte']
14437;amutuaymi;['amu','-tu','-a','-ymi']
14438;wemunentungeafuymi;['wemun','entu','-nge','-a','-fu','-ymi']
14439;chumngelu;['chumngelu']
14440;akulaymi;['aku','-la','-ymi']
14441;Beti;['Beti']
14442;iñchiw;['iñchiw']
14443;mülepeyu;['müle','-pe','-yu']
14444;ta;['ta']
14445;ti;['ti']
14446;Beti;['Beti']
14447;iñchiw;['iñchiw']
14448;mülepeyu;['müle','-pe','-yu']
14449;ta;['ta']
14450;ti;['ti']
14451;feypipiy;['fey','-pi','-pi','-y']
14452;llemay;['llemay']
14453;ta;['ta']
14454;ñi;['ñi']
14455;füchache;['fücha','-che']
14456;kutranlelu;['kutran','-le','-lu']
14457;amulu;['amu','-lu']
14458;pital;['pital']
14459;mew;['mew']
14460;feymew;['feymew']
14461;feypiy;['fey','-pi','-y']
14462;umawpuy;['umaw','-pu','-y']
14463;ka;['ka']
14464;chumngelu;['chumngelu']
14465;umawpuymi;['umaw','-pu','-ymi']
14466;pipieyew;['pi','-pi','-e','-y','-ew']
14467;ñi;['ñi']
14468;kuseñma;['kuse','-ñma']
14469;fey;['fey']
14470;ti;['ti']
14471;kimkanolu;['kim','-ka','-no','-lu']
14472;am;['am']
14473;chi;['chi']
14474;füchache;['fücha','-che']
14475;Beti;['Beti']
14476;iñchiw;['iñchiw']
14477;ta;['ta']
14478;chumleyu;['chum','-le','-yu']
14479;ta;['ta']
14480;ti;['ti']
14481;Beti;['Beti']
14482;chumleyu;['chum','-le','-yu']
14483;fey;['fey']
14484;fey;['fey']
14485;wemunentungey;['wemun','entu','-nge','-y']
14486;nien;['nie','-n']
14487;Beti;['Beti']
14488;kutran;['kutran']
14489;llemay;['llemay']
14490;ta;['ta']
14491;ti;['ti']
14492;adumlay;['adum','-la','-y']
14493;ñi;['ñi']
14494;chumngechi;['chumngechi']
14495;ñi;['ñi']
14496;feypiafiel;['fey','-pi','-a','-fi','-el']
14497;ñi;['ñi']
14498;kuse;['kuse']
14499;püllü;['püllü']
14500;amukelaymi;['amu','-ke','-la','-ymi']
14501;Santiago;['santiago']
14502;lamngen;['lamngen']
14503;amuken;['amu','-ke','-n']
14504;po;['po']
14505;amulimi;['amu','-l','-imi']
14506;ta;['ta']
14507;mütrümmuaiñ;['mütrüm','-mu','-a','-iñ']
14508;amurumeli;['amu','-rume','-l','-i']
14509;ta;['ta']
14510;chem;['chem']
14511;am;['am']
14512;amukefun;['amu','-ke','-fu','-n']
14513;nien;['nie','-n']
14514;kiñe;['kiñe']
14515;püñeñ;['püñeñ']
14516;iney;['iney']
14517;pingey;['pi','-nge','-y']
14518;ama;['ama']
14519;wünen;['wüne','-n']
14520;tami;['ta','-mi']
14521;wünen;['wüne','-n']
14522;püñeñ;['püñeñ']
14523;Elias;['Elias']
14524;David;['David']
14525;pingey;['pi','-nge','-y']
14526;mülepuy;['müle','-pu','-y']
14527;Santiago;['santiago']
14528;waria;['waria']
14529;mew;['mew']
14530;Santiago;['santiago']
14531;waria;['waria']
14532;mew;['mew']
14533;mülepun;['müle','-pu','-n']
14534;kurengey;['kure','-nge','-y']
14535;kiñe;['kiñe']
14536;pichi;['pichi']
14537;domo;['domo']
14538;niey;['nie','-y']
14539;fey;['fey']
14540;chem;['chem']
14541;am;['am']
14542;mülefuy;['müle','-fu','-y']
14543;po;['po']
14544;küme;['küme']
14545;amulefuy;['amu','-le','-fu','-y']
14546;chem;['chem']
14547;am;['am']
14548;Fuerza;['Fuerza']
14549;Aerea;['Aerea']
14550;mew;['mew']
14551;konfuy;['kon','-fu','-y']
14552;rume;['rume']
14553;küme;['küme']
14554;amulefuy;['amu','-le','-fu','-y']
14555;kutranlu;['kutran','-lu']
14556;ñi;['ñi']
14557;chaw;['chaw']
14558;fey;['fey']
14559;tripay;['tripa','-y']
14560;operalu;['opera','-lu']
14561;ñi;['ñi']
14562;chaw;['chaw']
14563;kiñe;['kiñe']
14564;tripantü;['tripantü']
14565;kuydapatuy;['kuyda','-pa','-tu','-y']
14566;ñi;['ñi']
14567;chaw;['chaw']
14568;kiñe;['kiñe']
14569;tripantu;['tripa','-ntu']
14570;kuydangele;['kuyda','-nge','-l'e']
14571;kümelkayay;['küme','-l','-ka','-ya','-y']
14572;pingey;['pi','-nge','-y']
14573;fey;['fey']
14574;kiñe;['kiñe']
14575;tripantü;['tripantü']
14576;kuydafiyu;['kuyda','-fi','-yu']
14577;chem;['chem']
14578;mew;['mew']
14579;rume;['rume']
14580;elulafiyu;['elu','-la','-fi','-yu']
14581;küdawael;['küdaw','-a','-el']
14582;nada;['nada']
14583;feymew;['feymew']
14584;mongetripafemi;['monge','-tripa','-fem','-i']
14585;turpu;['turpu']
14586;kutranwetukelay;['kutran','-we','-tu','-ke','-la','-y']
14587;vesiculafel;['vesicula','-fu','-el']
14588;welu;['welu']
14589;kom;['kom']
14590;chüfüy;['chüfü','-y']
14591;chi;['chi']
14592;kutran;['kutran']
14593;wingka;['wingka']
14594;dungu;['dungu']
14595;ta;['ta']
14596;feypin;['fey','-pi','-n']
14597;welu;['welu']
14598;iñchiñ;['iñchiñ']
14599;may;['may']
14600;mapuche;['mapuche']
14601;chüfüy;['chüfü','-y']
14602;ñi;['ñi']
14603;kutran;['kutran']
14604;pikeiñ;['pi','-ke','-iñ']
14605;sonda;['sonda']
14606;küla;['küla']
14607;küyen;['küyen']
14608;sondatuley;['sonda','-tu','-le','-y']
14609;femngechi;['femngechi']
14610;küpatuy;['küpa','-tu','-y']
14611;ta;['ta']
14612;ñi;['ñi']
14613;püñeñ;['püñeñ']
14614;fey;['fey']
14615;despues;['despues']
14616;ka;['ka']
14617;estudiapatufuy;['estudia','-pa','-tu','-fu','-y']
14618;amulwetulay;['amu','-l','-we','-tu','-la','-y']
14619;Santiago;['santiago']
14620;amuy;['amu','-y']
14621;pemeael;['pe','-me','-a','-el']
14622;ñi;['ñi']
14623;lamngen;['lamngen']
14624;müleputuy;['müle','-pu','-tu','-y']
14625;pemeafiñ;['pe','-me','-af','-iñ']
14626;femngechi;['femngechi']
14627;küdawnawpuy;['küdaw','-naw','-pu','-y']
14628;küpawetulay;['küpa','-we','-tu','-la','-y']
14629;welu;['welu']
14630;kümelkalepule;['küme','-l','-ka','-le','-pu','-l'e']
14631;engün;['engün']
14632;chumafuy;['chum','-a','-fu','-y']
14633;kay;['kay']
14634;kimniefimi;['kim','-nie','-fi','-mi']
14635;Antonio;['Antonio']
14636;pingelu;['pi','-nge','-lu']
14637;Marcelo;['Marcelo']
14638;ñi;['ñi']
14639;peñi;['peñi']
14640;may;['may']
14641;kimniefiñ;['kim','-nie','-fi','-ñ']
14642;anay;['anay']
14643;epe;['epe']
14644;karukatulefuiñ;['karukatu','-le','-fu','-iñ']
14645;uyew;['uyew']
14646;müna;['müna']
14647;küme;['küme']
14648;pichi;['pichi']
14649;ruka;['ruka']
14650;niey;['nie','-y']
14651;pu;['pu']
14652;Zurita;['Zurita']
14653;ka;['ka']
14654;müley;['müle','-y']
14655;walloñmawküleiñ;['wallo','-ñma','-w','-küle','-iñ']
14656;Sergio;['Sergio']
14657;Llanquin;['Llanquin']
14658;ta;['ta']
14659;ñi;['ñi']
14660;fotüm;['fotüm']
14661;ka;['ka']
14662;kom;['kom']
14663;pichike;['pichi','-ke']
14664;sobrino;['sobrino']
14665;fey;['fey']
14666;ta;['ta']
14667;pichike;['pichi','-ke']
14668;sobrino;['sobrino']
14669;llemay;['llemay']
14670;yenielay;['ye','-nie','-la','-y']
14671;ta;['ta']
14672;ñi;['ñi']
14673;apellido;['apellido']
14674;chaw;['chaw']
14675;fey;['fey']
14676;Felisario;['Felisario']
14677;ta;['ta']
14678;ñi;['ñi']
14679;peñi;['peñi']
14680;lle;['lle']
14681;no;['no']
14682;am;['am']
14683;ta;['ta']
14684;Sergio;['Sergio']
14685;feypiy;['fey','-pi','-y']
14686;ta;['ta']
14687;newe;['newe']
14688;chumüll;['chumüll']
14689;ta;['ta']
14690;Felisario;['Felisario']
14691;tukuniengelay;['tuku','-nie','-nge','-la','-y']
14692;ta;['ta']
14693;ñi;['ñi']
14694;chem;['chem']
14695;ta;['ta']
14696;ñi;['ñi']
14697;apellido;['apellido']
14698;tukuniengelay;['tuku','-nie','-nge','-la','-y']
14699;tañi;['ta','-ñi']
14700;yüllüy;['yüllüy']
14701;nielay;['nie','-la','-y']
14702;ta;['ta']
14703;iñchiñ;['iñchiñ']
14704;taiñ;['ta','-iñ']
14705;yüllüy;['yüllüy']
14706;welu;['welu']
14707;iñche;['iñche']
14708;pichike;['pichi','-ke']
14709;sobrino;['sobrino']
14710;kimnieiñ;['kim','-nie','-iñ']
14711;ta;['ta']
14712;ñi;['ñi']
14713;sobrino;['sobrino']
14714;yefiel;['ye','-fi','-el']
14715;ta;['ta']
14716;iñche;['iñche']
14717;Toñito;['Toñito']
14718;engu;['engu']
14719;ta;['ta']
14720;David;['David']
14721;iñchiw;['iñchiw']
14722;tayu;['ta','-yu']
14723;pichike;['pichi','-ke']
14724;che;['che']
14725;ta;['ta']
14726;feyka;['fey','-ka']
14727;fantekey;['fante','-ke','-y']
14728;ta;['ta']
14729;pichike;['pichi','-ke']
14730;che;['che']
14731;akutufuy;['aku','-tu','-fu','-y']
14732;kuyfi;['kuyfi']
14733;David;['David']
14734;tami;['ta','-mi']
14735;ngillañ;['ngillañ']
14736;ka;['ka']
14737;Davincho;['Davincho']
14738;iñche;['iñche']
14739;ta;['ta']
14740;ñi;['ñi']
14741;tremülpafiel;['trem','-ül','-pa','-fi','-el']
14742;tüfachi;['tüfa','-chi']
14743;pichike;['pichi','-ke']
14744;che;['che']
14745;wimpulay;['wim','-pu','-la','-y']
14746;Santiago;['santiago']
14747;ta;['ta']
14748;David;['David']
14749;femngechi;['femngechi']
14750;küpatuan;['küpa','-tu','-a','-n']
14751;pirumeenew;['pi','-rume','-e','-n','-ew']
14752;amutuan;['amu','-tu','-a','-n']
14753;piy;['pi','-y']
14754;uyew;['uyew']
14755;wimtulan;['wim','-tu','-la','-n']
14756;tüfachi;['tüfa','-chi']
14757;mongen;['mongen']
14758;tüfachi;['tüfa','-chi']
14759;mongen;['mongen']
14760;Santiago;['santiago']
14761;waria;['waria']
14762;mew;['mew']
14763;kümekunuy;['küme','-kunu','-y']
14764;welu;['welu']
14765;ka;['ka']
14766;kisulekaafuy;['kisu','-le','-ka','-a','-fu','-y']
14767;llemay;['llemay']
14768;tami;['ta','-mi']
14769;llalla;['llalla']
14770;kisuyawi;['kisu','-yaw','-i']
14771;po;['po']
14772;famnielafiñ;['fam','-nie','-laf','-iñ']
14773;ñi;['ñi']
14774;ruka;['ruka']
14775;mew;['mew']
14776;welu;['welu']
14777;femniefiy;['fem','-nie','-fi','-y']
14778;ka;['ka']
14779;adumuluwi;['adumu','-lu','-w','-i']
14780;pichiñ;['pichiñ']
14781;wingka;['wingka']
14782;küdaw;['küdaw']
14783;niey;['nie','-y']
14784;küdaw;['küdaw']
14785;uyew;['uyew']
